midx,long_ret,short_ret,gross_ret,long_cost,short_cost,net_ret
23683,0.016558538720220187,-0.06173976958092235,0.07829830830114254,5.152692736533115e-4,5.42084804248628e-4,0.07474095422324059
23684,0.07854306059449716,0.11322018765038239,-0.03467712705588523,5.152692736533115e-4,5.42084804248628e-4,-0.03823448113378716
23685,0.032001818822378916,-0.01026075504865992,0.042262573871038836,5.152692736533115e-4,5.42084804248628e-4,0.03870521979313689
23686,-0.06686397054469256,-0.1852925752826976,0.11842860473800504,5.152692736533115e-4,5.42084804248628e-4,0.11487125066010309
23687,0.025887911721330273,-0.0687577039429276,0.09464561566425787,5.152692736533115e-4,5.42084804248628e-4,0.09108826158635594
23688,-0.054598305045087434,0.15183901511100123,-0.20643732015608868,5.152692736533115e-4,5.42084804248628e-4,-0.20999467423399062
23689,0.023497846591153615,0.036506612841806715,-0.0130087662506531,5.152692736533115e-4,5.42084804248628e-4,-0.01656612032855504
23690,-0.054760544880567405,-0.01692551972202454,-0.03783502515854287,5.152692736533115e-4,5.42084804248628e-4,-0.04139237923644481
23691,-0.025434903686551602,-0.05096921595681734,0.025534312270265737,5.152692736533115e-4,5.42084804248628e-4,0.021976958192363796
23692,-0.04713252735896423,-0.020304109800241856,-0.02682841755872237,5.152692736533115e-4,5.42084804248628e-4,-0.03038577163662431
23693,-0.007495722793659338,-0.023386397160097397,0.01589067436643806,5.152692736533115e-4,5.42084804248628e-4,0.012333320288536119
23694,-0.12843277745420192,0.019735460454211897,-0.14816823790841382,5.152692736533115e-4,5.42084804248628e-4,-0.15172559198631574
23695,-0.06027610066168944,-0.07900338119051864,0.0187272805288292,5.152692736533115e-4,5.42084804248628e-4,0.015169926450927263
23696,-0.1636772488861297,-0.15018847266696955,-0.013488776219160142,5.152692736533115e-4,5.42084804248628e-4,-0.017046130297062086
23697,0.24124310138438743,0.13037526468710292,0.1108678366972845,5.152692736533115e-4,5.42084804248628e-4,0.10731048261938256
